Arrest Number,Race,Ethnicity,Sex,Age,Arrest Date,Arrest Time,Arrest Type,UCR Code,Description,F/M,Counts,Location of Arrest,X,Y,District,Beat,Tract
335925,B,N,M,46,2/18/23, 4:09:00PM,On-View,35A,POSSESS W/I/T M/S/D CONTROL SUBSTANCE SCHEDULE I,F,1,CHAPEL HILL RD/JACKSON ST,2023286.028,817219.1004,D3,312,500
320280,B,N,M,55,10/8/20, 8:26:00AM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,M,1,200 S MANGUM ST,2029073.555,816557.834,D5,512,2300
331297,B,N,M,23,7/2/22, 4:25:00PM,On-View,520,CARRYING CONCEALED WEAPONS,M,1,3700 FAYETTEVILLE ST,2027623.218,801952.1225,D4,415,2009
307804,B,N,M,34,11/20/18, 3:56:00PM,On-View,13B,ASSAULT ON FEMALE,M,1,1000 SIMMONS ST,2031994.684,812304.9912,D4,411,1400
316062,B,N,F,29,12/29/19, 1:16:00AM,On-View,13B,MALICIOUS CONDUCT BY PRISONER,F,2,1800 PRIMROSE PL,2031650.32,806475.1987,D4,412,2009
325648,B,N,M,35,8/11/21, 6:00:00PM,On-View,35B,POSSESSION OF DRUG PARAPHERNALIA,M,1,WORTH ST/N ELM ST,2033113.828,815001.5045,D1,111,1100
836127,W,H,M,18,10/18/24, 7:23:00PM,On-View,90Z,POSSESSION OF OPEN CONTAINERS OF CERTAIN ALCOHOLIC BEV,M,1,T W ALEXANDER DR/T W ALEXANDER RAMP TO I 885 S,2041612.298,791369.0752,,,9801
340908,W,H,M,34,9/3/23, 5:03:00PM,On-View,90D,DRIVING WHILE IMPAIRED,M,1,E CORNWALLIS RD/S ROXBORO ST,2023946.227,806243.267,D4,415,2009
836459,B,N,M,20,11/10/24, 3:51:00AM,Summons/Cited,90Z,MISUSE OF 911 SYSTEM,M,1,0 RIDGEWAY AVE,2033248.289,809771.7688,D4,413,1400
322072,B,N,F,47,2/13/21, 7:40:00PM,Summons/Cited,23H,LARCENY (MISDEMEANOR),M,1,6900 FAYETTEVILLE RD,2018071.599,783690.8513,D3,324,2021
318468,B,N,M,22,5/27/20, 2:26:00PM,On-View,35B,POSSESSION OF DRUG PARAPHERNALIA,M,1,1900 ATHENS AVE,2033205.373,806236.9408,D4,413,2009
834394,W,H,M,22,8/25/24, 3:12:00PM,Warrant/OFA,13B,DOMESTIC VIOLENCE,M,1,100 CASTLEROCK DR,2034083.053,797451.1694,D4,414,2026
307725,B,N,M,22,11/8/18, 5:17:00PM,On-View,35A,POSSESS CONTROL SUBSTANCE SCHEDULE II,F,1,1000 FAIRVIEW ST,2024424.557,815821.6617,D3,311,500
314722,B,N,M,55,10/25/19, 4:34:00PM,Warrant/OFA,26A,FAILURE TO RETURN HIRED PROPERTY,F,1,WASHINGTON ST/W TRINITY AVE,2028957.084,820967.3941,D5,511,200
343936,W,H,M,38,2/7/24, 6:24:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,200 S MANGUM ST,2029363.481,816279.4664,D5,512,2300
322950,W,N,M,54,4/18/21, 1:33:00PM,Warrant/OFA,90Z,CITY ORD NOT IN TABLE (MUST SPECIFY CHARGE IN NOTES),M,1,BROAD ST/GUESS RD,2024091.144,827416.4962,D2,211,401
333311,B,N,M,34,11/17/22, 8:22:00PM,Warrant/OFA,220,BREAKING AND ENTERING BUILDING  (FELONY),F,1,500 N MAPLE ST,2035400.033,815597.1294,D1,113,1001
334579,B,N,M,29,2/2/23, 1:43:00AM,On-View,35A,POSSESS WIT M/S/D CONTROL SUBSTANCE SCHEDULE II,F,1,2400 GLENBROOK DR,2036382.531,828197.7948,D2,214,101
316219,B,N,F,37,1/7/20, 2:20:00AM,On-View,220,BREAKING AND ENTERING BUILDING  (MISDEMEANOR),M,1,3800 DEARBORN DR,2033800.157,833188.9666,D2,223,1709
329992,B,N,F,56,4/7/22,10:28:00AM,Warrant/OFA,250,FORGERY OR POSSESS COUNTERFEIT INSTRUMENTS,F,1,200 S MANGUM ST,2029459.835,816266.3294,D5,512,2300
333484,B,N,F,23,11/28/22, 1:37:00PM,Warrant/OFA,290,INJURY TO PERSONAL PROPERTY,M,2,900 N MANGUM ST,2031344.785,820555.2893,D2,212,200
832799,B,N,M,48,5/9/24,11:36:00AM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,M,1,3300 DURHAM CHAPEL HILL BLVD,2016456.421,808753.7931,D3,314,2015
341719,B,N,M,41,11/7/23,12:02:00PM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,2100 HILLSBOROUGH RD,2022534.104,822472.8357,D5,511,402
320602,B,N,M,18,10/30/20, 7:44:00PM,Summons/Cited,35A,POSSESS MARIJUANA UP TO 1/2 OZ,M,1,DANUBE LN/OLD OXFORD RD,2033230.57,832166.2434,D2,223,1709
332883,B,N,M,32,10/21/22, 5:15:00PM,Warrant/OFA,9914,DRIVE WHILE LICENSE REVOKED IMPAIRED REV BASED,M,1,200 S MANGUM ST,2029361.603,816401.2724,D5,512,2300
325913,B,,M,27,8/25/21, 7:37:00AM,Warrant/OFA,13A,ASSAULT BY STRANGULATION INFLICT PHYSICAL INJURY,F,1,1100 MORELAND AVE,2023555.722,814885.8099,D3,311,500
831449,B,N,M,19,4/15/24, 5:08:00PM,Warrant/OFA,520,GO ARMED TO THE TERROR OF PEOPLE,M,1,200 S MANGUM ST,2029388.242,816363.4639,D5,512,2300
329933,B,N,M,36,4/3/22, 3:39:00PM,On-View,13B,ASSAULT ON FEMALE,M,1,500 WALTON ST,2046159.962,812276.7776,D1,123,1802
833361,B,N,M,41,6/18/24, 1:33:00PM,On-View,13B,DOMESTIC VIOLENCE,M,1,700 E MAIN ST,2031796.242,815463.0733,D5,513,1100
334494,B,,M,30,1/20/23,12:18:00PM,On-View,35A,SELL/DELIVER CONTROL SUBSTANCE SCHEDULE II,F,1,900 SCOUT DR,2028149.481,813648.8024,D4,411,2300
336724,B,N,F,25,4/12/23,10:25:00PM,Warrant/OFA,26A,OBTAINING PROPERTY BY FALSE PRETENSES,F,1,200 S MANGUM ST,2029490.95,816295.8216,D5,512,2300
330291,B,N,M,25,4/28/22, 4:05:00PM,On-View,13A,ASSAULT BY STRANGULATION INFLICT PHYSICAL INJURY,F,1,500 EDINBOROUGH DR,2045311.288,780805.1933,D4,423,2028
312947,B,N,M,35,8/3/19, 9:41:00AM,Summons/Cited,35A,POSSESS CONTROL SUBSTANCE SCHEDULE VI,M,1,MAPLEWOOD DR/DEARBORN DR,2038594.045,831124.5048,D2,214,1709
314183,B,N,M,19,9/26/19,12:55:00AM,On-View,90Z,RESIST DELAY OBSTRUCT PUBLIC OFFICER,M,1,2500 GUESS RD,2022555.827,828231.5605,D2,211,401
332878,W,H,M,35,10/20/22, 5:18:00PM,Warrant/OFA,23H,LARCENY (MISDEMEANOR),M,1,2000 HOLLOWAY ST,2039783.5,816050.2949,D1,122,1002
319299,B,N,M,25,7/28/20, 6:34:00AM,On-View,13B,SIMPLE ASSAULT & BATTERY OR AFFRAY,M,1,1100 RIDGEWAY AVE,2033020.136,809702.1434,D4,413,1400
343968,W,,F,32,2/9/24, 3:58:00PM,Summons/Cited,23H,LARCENY (MISDEMEANOR),M,1,1500 GLENN SCHOOL RD,2046034.796,829294.1927,D1,121,1801
325381,W,H,M,29,7/22/21, 3:29:00AM,On-View,9914,NO OPERATOR LICENSE,M,1,3700 MT MORIAH RD,2001726.505,800134.9609,D3,323,2018
326112,W,N,M,55,9/14/21,10:52:00PM,On-View,90J,TRESPASS (SECOND DEGREE),M,1,1500 BROAD ST,2023975.074,827408.5517,D2,211,401
333349,B,,M,29,11/20/22, 7:35:00PM,Warrant/OFA,13A,ASSAULT BY STRANGULATION INFLICT PHYSICAL INJURY,F,1,900 HOLLOWAY ST,2034257.197,817122.8592,D1,112,900
321783,B,N,F,20,1/7/21, 7:00:00PM,Summons/Cited,35A,POSSESS CONTROL SUBSTANCE SCHEDULE VI,M,1,SPRUCE ST/FERN ST,2035562.39,817520.066,D1,112,1001
833980,B,,F,52,7/27/24, 1:39:00PM,Summons/Cited,90J,TRESPASS (SECOND DEGREE),M,1,4700 NC 55 HWY,2030820.158,783312.1796,D4,422,2027
325209,W,N,F,47,7/11/21, 2:33:00AM,On-View,90Z,CONSPIRACY TO COMMIT FELONY,M,1,500 UNITED DR,2027608.872,796216.5899,D4,414,2025
310446,B,N,M,50,4/5/19,12:44:00AM,Warrant/OFA,280,POSSESSING STOLEN GOODS,F,1,300 NORTHWOOD CIR,2030057.938,820154.5033,D2,212,2200
314552,B,N,F,49,10/17/19, 1:56:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,1000 N MIAMI BLVD,2038932.381,816464.6328,D1,122,1002
316843,B,N,M,66,2/4/20,10:00:00AM,On-View,13B,SIMPLE ASSAULT & BATTERY OR AFFRAY,M,1,100 E CHANNING AVE,2031848.178,830346.334,D2,213,102
344664,B,N,F,26,4/4/24, 3:15:00PM,On-View,13B,SIMPLE ASSAULT & BATTERY OR AFFRAY,M,1,1800 GUESS RD,2025045.139,826604.8626,D2,212,301
318091,B,N,M,36,5/4/20, 4:54:00AM,Warrant/OFA,13B,ASSAULT ON FEMALE,M,1,0 ATKA CT,2044697.763,814842.7593,D1,123,1802
836420,W,,M,34,11/7/24, 1:19:00AM,Warrant/OFA,13A,ASSAULT INFLICTING SERIOUS BODILY INJURY,F,1,200 S MANGUM ST,2029359.233,816275.1706,D5,512,2300
322199,B,N,M,28,2/24/21,10:24:00AM,On-View,520,POSSESSION OF FIREARMS  ETC BY FELON PROHIBITED,F,1,400 E GEER ST,2032968.095,820339.62,D1,111,200
320661,W,H,M,23,11/3/20,11:22:00PM,On-View,23C,CONCEALMENT OF MERCHANDISE,M,1,6900 FAYETTEVILLE RD,2018208.482,783773.6121,D3,324,2021
322845,B,,M,32,4/11/21, 3:00:00AM,On-View,520,POSSESSION OF FIREARMS  ETC BY FELON PROHIBITED,F,1,2200 NC 54 HWY E,2031980.939,783159.6398,D4,421,2027
319706,B,N,M,22,8/25/20, 9:58:00AM,Warrant/OFA,26B,FINANCIAL TRANSACTION CARD - FRAUDULENT USE,F,1,3700 N DUKE ST,2028175.21,837439.5009,D2,223,1710
328320,W,N,F,45,2/20/22,11:48:00PM,Summons/Cited,23C,SHOPLIFTING,M,1,1500 GLENN SCHOOL RD,2045930.464,829338.6402,D1,121,1801
318023,B,N,F,23,4/29/20, 4:22:00PM,On-View,13B,SIMPLE ASSAULT & BATTERY OR AFFRAY,M,1,2000 NC 55 HWY,2031397.087,805572.1553,D4,412,2009
313645,B,N,M,26,9/5/19, 1:23:00PM,Warrant/OFA,13B,ASSAULT ON FEMALE,M,1,3300 DURHAM CHAPEL HILL BLVD,2016609.404,808775.6758,D3,314,2015
321993,B,N,M,26,2/10/21,11:52:00AM,Warrant/OFA,13B,ASSAULT ON FEMALE,M,1,200 N ROXBORO ST,2030236.194,816996.583,D5,512,2200
310968,B,N,M,16,5/2/19, 9:20:00PM,Summons/Cited,23C,SHOPLIFTING,M,1,6900 FAYETTEVILLE RD,2017343.545,783995.2639,D3,324,2021
315357,B,N,M,22,11/23/19,11:37:00PM,On-View,90J,TRESPASS (SECOND DEGREE),M,1,300 CRUTCHFIELD ST,2028570.716,832889.4266,D2,213,102
833832,B,N,M,24,3/5/24, 4:26:00PM,On-View,90Z,RESIST DELAY OBSTRUCT PUBLIC OFFICER,M,1,2100 BROAD ST,2025736.175,829143.1457,D2,213,102
316038,B,N,M,21,2/25/19, 1:50:00PM,Summons/Cited,35A,POSSESS CONTROL SUBSTANCE SCHEDULE VI,M,1,900 BLUESTONE RD,2027413.88,788913.6609,D4,421,2027
319237,B,N,M,27,7/23/20, 5:21:00PM,On-View,13C,COMMUNICATING THREATS,M,2,W LAKEWOOD AVE/BLACKWELL ST,2027744.245,814279.0035,D4,411,2300
327946,B,N,M,22,1/28/22, 1:06:00PM,Summons/Cited,35A,POSSESS MARIJUANA UP TO 1/2 OZ,M,1,5900 CORONADO LN,2025066.812,791574.6796,D4,421,2022
318090,B,N,M,36,5/4/20, 4:25:00AM,On-View,13B,ASSAULT ON FEMALE,M,1,0 ATKA CT,2044572.956,814957.8515,D1,123,1802
318179,B,N,F,24,5/9/20,10:19:00PM,On-View,13B,ASSAULT LAW ENFORCEMENT OR STATE OFFICER,M,1,2000 SAVANNAH AVE,2033978.825,806583.102,D4,413,2009
332095,B,N,M,33,8/28/22, 9:11:00AM,Warrant/OFA,90Z,RESIST DELAY OBSTRUCT PUBLIC OFFICER,M,1,1000 N MIAMI BLVD,2038778.324,816422.1258,D1,122,1002
339414,B,N,F,31,8/5/23, 2:57:00PM,On-View,90C,DISORDERLY CONDUCT,M,1,2100 ANGIER AVE,2036274.801,812566.8321,D1,113,1001
332902,B,N,M,49,10/22/22, 8:04:00PM,On-View,35A,POSSESS WITM/S/D CONTROLL SUBSTANCE SCHEDULE VI,F,1,900 BUNN TER,2037824.744,816587.972,D1,112,1002
321181,B,N,M,18,12/14/20,10:10:00PM,Warrant/OFA,9914,SEAT BELT USE,M,1,200 S MANGUM ST,2029077.348,816612.4174,D5,512,2300
319843,W,N,M,44,9/6/20, 2:16:00PM,Warrant/OFA,35A,MAINTAIN DWELLING/VEH FOR CONTROLLED SUBSTANCE,F,1,3800 N DUKE ST,2027941.257,837619.8345,D2,222,1710
320467,B,N,M,21,10/22/20, 1:35:00AM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,LIBERTY ST/HERBERT ST,2040181.373,815322.5141,D1,122,1002
329507,W,H,M,32,3/5/22, 4:52:00AM,On-View,90D,DRIVING WHILE IMPAIRED,M,1,17400 I85 S,2020805.563,829345.0857,D2,211,401
334359,B,,M,55,1/21/23,12:58:00AM,On-View,13B,ASSAULT ON FEMALE,M,1,700 S MANGUM ST,2028551.936,815135.3533,D3,311,2300
333064,B,N,M,47,11/4/22, 9:18:00PM,On-View,13C,COMMUNICATING THREATS,M,1,1600 LATHROP ST,2037342.533,816066.9817,D1,114,1002
317886,B,N,M,45,4/19/20, 3:00:00AM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,F,1,2100 CHARLES ST,2023608.641,807465.3549,D4,415,700
832915,W,N,F,42,5/18/24, 2:32:00PM,Warrant/OFA,35A,POSSESS CONTROL SUBSTANCE SCHEDULE III,F,1,1200 W MARKHAM AVE,2025631.095,822473.9828,D2,212,301
328303,B,,M,51,2/20/22, 4:06:00AM,Summons/Cited,9914,DRIVE WHILE LICENSE REVOKED IMPAIRED REV BASED,M,1,MARTIN LUTHER KING JR PKWY/ARCHDALE DR,2019920.929,803392.6037,D3,322,2007
836928,W,N,M,31,12/15/24, 1:04:00PM,On-View,90Z,RESIST DELAY OBSTRUCT PUBLIC OFFICER,M,1,2000 N ROXBORO ST,2032593.214,825034.0894,D2,214,101
325897,B,N,F,22,8/30/21, 2:54:00PM,Summons/Cited,520,CARRYING CONCEALED WEAPONS,M,1,5000 S ALSTON AVE,2033969.042,779909.2786,D4,422,2027
336090,B,,M,65,3/3/23,10:35:00AM,Summons/Cited,35B,POSSESSION OF DRUG PARAPHERNALIA,M,1,FAYETTEVILLE ST/E LAKEWOOD AVE,2030115.41,813851.7317,D4,411,2300
326987,W,H,M,27,11/11/21, 6:20:00AM,On-View,250,POSSESSION/MFG OF FRAUDULENT ID,M,1,2900 CHAPEL HILL RD,2018155.513,808189.396,D3,314,2015
331191,B,N,M,38,6/27/22,10:58:00PM,Warrant/OFA,13A,ASSAULT WITH DEADLY WEAPON WITH INTENT TO KILL ISI,F,1,200 S MANGUM ST,2029352.746,816267.4266,D5,512,2300
326455,B,N,M,34,9/22/21,10:18:00AM,On-View,35A,POSSESS MARIJUANA UP TO 1/2 OZ,M,1,0 WABASH ST,2032946.179,809716.3316,D4,413,1400
342525,B,N,M,40,1/3/24, 9:12:00PM,On-View,35B,DRUG EQUIPMENT/PARAPHERNALIA-REPEALED DO NOT USE,M,1,5100 COPPER RIDGE DR,2010212.889,788167.7576,D3,324,2019
307956,B,N,M,24,10/31/18, 7:04:00PM,Warrant/OFA,90Z,AIDING AND ABETTING-FELONY,F,1,3900 TOWNSEND ST,2023938.28,838977.9668,D2,222,1710
331027,B,N,M,31,6/16/22, 8:32:00PM,On-View,90J,TRESPASS (SECOND DEGREE),M,1,0 WABASH ST,2032806.677,809753.5822,D4,413,1400
329726,B,N,M,23,3/20/22, 5:08:00PM,Summons/Cited,35A,POSSESS MARIJUANA UP TO 1/2 OZ,M,1,1400 E CLUB BLVD,2038282.237,828943.2968,D2,214,1801
316368,B,N,M,32,12/20/19, 8:25:00PM,Warrant/OFA,23H,LARCENY (FELONY),F,1,200 S MANGUM ST,2029375.896,816378.1577,D5,512,2300
318367,B,N,F,32,5/21/20,10:18:00PM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,HOLLOWAY ST/N JOYLAND ST,2042906.83,815073.7808,D1,123,1802
329467,B,N,M,24,3/2/22,11:18:00AM,Summons/Cited,90J,TRESPASS (SECOND DEGREE),M,1,700 NINTH ST,2022461.156,822143.4935,D5,511,402
309896,W,H,M,38,3/10/19, 9:45:00PM,On-View,35A,POSSESS CONTROL SUBSTANCE SCHEDULE II,F,1,2200 N ROXBORO ST,2032481.196,825759.0211,D2,213,101
322115,B,N,M,32,2/17/21,12:17:00PM,Warrant/OFA,120,ROBBERY WITH FIREARMS OR OTHER DANGEROUS WEAPONS,F,1,ANGIER AVE/S BLACKNALL ST,2033556.349,813577.1312,D1,113,1100
337581,B,N,M,27,6/7/23, 9:12:00PM,On-View,520,CARRYING CONCEALED WEAPONS,M,1,1200 W CLUB BLVD,2025918.825,825038.0475,D2,212,301
327666,W,,M,65,1/7/22, 6:00:00AM,Summons/Cited,90J,TRESPASS (SECOND DEGREE),M,1,2400 HOLLOWAY ST,2041691.918,815001.5265,D1,123,1802
342490,B,N,M,56,1/7/24, 5:30:00PM,Warrant/OFA,90Z,CONSPIRACY TO COMMIT FELONY,F,1,200 S MANGUM ST,2029491.447,816267.9514,D5,512,2300
834120,B,N,M,26,8/4/24,11:48:00PM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,900 EVA ST,2033700.561,816638.2534,D1,113,1001
313789,B,N,M,61,9/12/19,10:51:00PM,Summons/Cited,9914,DISPLAY/POSSESS FICTITIOUS/EXPIRED REGISTRATION PLATE,M,1,EVA ST/N DRIVER ST,2036146.67,816595.0647,D1,113,1001
316339,W,H,M,37,1/11/20,10:22:00PM,On-View,13B,ASSAULT ON FEMALE,M,1,2100 S ROXBORO ST,2025382.868,809255.4815,D4,412,700
836121,B,,M,19,10/18/24, 7:40:00PM,Warrant/OFA,100,SECOND DEGREE KIDNAPPING,F,1,600 E MAIN ST,2031189.492,815526.7499,D5,513,1100
336063,B,N,M,30,3/2/23, 3:46:00PM,Warrant/OFA,26A,FINANCIAL TRANSACTION CARD TAKES/OBTAINS,F,2,200 S MANGUM ST,2029389.963,816388.6926,D5,512,2300
335925,B,N,M,46,2/18/23, 4:09:00PM,On-View,520,POSSESSION OF FIREARMS  ETC BY FELON PROHIBITED,F,1,CHAPEL HILL RD/JACKSON ST,2023322.735,817247.626,D3,312,500
833979,B,N,M,23,7/27/24, 6:32:00AM,Warrant/OFA,220,B&E-PREPARATION TO COMMIT BURGLARY OR HOUSEBREAKINGS,F,1,2300 ERWIN RD,2018610.334,821840.4605,D3,312,1501
337680,B,N,M,19,6/15/23, 7:34:00PM,On-View,9914,WINDOW WINDSHIELD TINT VIOL CMV,M,1,2400 OWEN ST,2037403.704,812099.6884,D1,114,1001
324942,W,H,M,29,6/23/21, 4:08:00AM,Warrant/OFA,13B,ASSAULT ON FEMALE,M,1,0 WILLOW CREEK CIR,2019612.856,839977.2359,D2,221,1711
309278,B,N,F,35,2/8/19,12:38:00PM,Warrant/OFA,90Z,FAIL TO APPEAR-SHOW CAUSE,M,1,4800 DANUBE LN,2032524.996,839129.2013,D2,223,1709
310539,B,N,M,52,4/11/19, 8:25:00AM,On-View,90D,DRIVING WHILE IMPAIRED,M,1,UNIVERSITY DR/W FOREST HILLS BLVD,2025501.654,811738.7273,D3,311,700
337433,B,,F,21,5/18/23,12:22:00PM,Summons/Cited,520,CARRYING CONCEALED WEAPONS,M,1,E CLUB BLVD/DEARBORN DR,2038353.746,828903.7128,D2,214,1801
333009,W,N,M,31,11/1/22,12:36:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,200 S MANGUM ST,2029365.491,816302.3135,D5,512,2300
310886,B,N,M,29,4/30/19, 6:52:00AM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,M,2,200 S MANGUM ST,2029478.737,816381.1429,D5,512,2300
341340,W,,F,45,10/6/23, 3:55:00AM,Summons/Cited,90D,DRIVING WHILE IMPAIRED,M,1,DURHAM CHAPEL HILL BLVD/SOUTHWEST DURHAM DR,2002759.689,802452.7099,D3,323,2018
341478,W,H,M,34,10/19/23, 3:40:00PM,Warrant/OFA,13B,ASSAULT ON FEMALE,M,1,1800 WILLIAMSBURG RD,2012659.657,803381.3055,D3,314,2016
328314,B,N,M,27,2/20/22, 6:00:00PM,Warrant/OFA,90Z,FAIL TO APPEAR-CRIMINAL SUMMONS OR CITATION,M,1,3900 FAYETTEVILLE ST,2028603.183,800903.9506,D4,412,2009
307018,B,N,M,54,10/4/18, 9:44:00PM,On-View,90Z,VIOLATE DOMESTIC VIOLENCE PROTECTIVE ORDER,M,1,300 JUNCTION RD,2043216.877,816505.4955,D1,123,1802
337268,B,N,M,54,5/22/23, 8:28:00AM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,E GEER ST/N ROXBORO ST,2031628.406,820145.4471,D2,212,200
329344,W,N,M,32,2/23/22, 1:47:00AM,On-View,23F,"B&E-VEHICLE, RR CARS, OTHER MOTOR VEHICLES",M,1,RENAISSANCE PKWY/ROLANDO DR,2017006.774,782947.61,D3,324,2021
342308,B,N,M,36,12/22/23, 9:06:00PM,Warrant/OFA,90Z,STATUTORY SEXUAL OFFENSE WITH A PERSON 15 YOA OR YOUNGER,F,1,1500 BRAXTON ST,2036507.11,819401.5435,D1,112,1002
318196,B,,M,22,5/10/20,10:36:00PM,On-View,35B,POSSESSION OF DRUG PARAPHERNALIA,M,1,2200 N ROXBORO ST,2032523.341,825700.1263,D2,213,101
308136,B,N,M,19,12/10/18, 8:51:00PM,Summons/Cited,35B,POSSESSION OF DRUG PARAPHERNALIA,M,1,2800 CHAPEL HILL RD,2018677.681,809530.0451,D3,314,2015
339011,B,N,F,32,7/7/23,12:45:00PM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,1200 LANDON ST,2039068.564,818559.4924,D1,122,1002
316350,B,N,M,33,1/12/20, 6:38:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,200 S MANGUM ST,2029385.729,816404.0279,D5,512,2300
330626,B,N,M,32,5/20/22, 4:54:00AM,Warrant/OFA,120,ROBBERY WITH FIREARMS OR OTHER DANGEROUS WEAPONS,F,1,200 S MANGUM ST,2029383.019,816361.8662,D5,512,2300
307409,B,N,M,56,10/26/18, 2:43:00AM,Warrant/OFA,9914,SPEEDING,M,1,200 S MANGUM ST,2029491.123,816261.3003,D5,522,2300
308557,W,N,M,55,1/4/19,11:26:00PM,On-View,90J,TRESPASS (SECOND DEGREE),M,1,3600 N ROXBORO ST,2029620.752,832402.0535,D2,213,102
833247,W,,F,47,6/9/24, 5:21:00PM,On-View,13B,DOMESTIC VIOLENCE,M,1,900 CONSTITUTION DR,2009792.183,823458.966,D3,313,1706
341213,W,H,M,18,9/28/23, 6:39:00PM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,F,1,200 S MANGUM ST,2029358.13,816404.526,D5,512,2300
322856,B,N,M,34,4/12/21, 2:11:00AM,Summons/Cited,520,CARRYING CONCEALED WEAPONS,M,1,3900 FAYETTEVILLE ST,2028583.7,800836.6772,D4,412,2009
333152,B,,M,35,11/10/22, 2:25:00PM,Summons/Cited,35A,POSSESS CONTROL SUBSTANCE SCHEDULE VI,M,1,LIBERTY ST/GARY ST,2038201.907,815499.1183,D1,114,1002
311423,B,N,M,21,5/23/19, 8:26:00PM,Summons/Cited,35A,POSSESS CONTROL SUBSTANCE SCHEDULE VI,M,1,6900 FAYETTEVILLE RD,2017231.593,783960.1091,D3,324,2021
338904,W,N,M,69,6/29/23, 7:09:00PM,On-View,9914,UNSAFE MOVEMENT STARTING STOPPING TURNING FROM DIRECT LINE,M,1,2400 GUESS RD,2022715.128,828550.3593,D2,211,401
835613,B,N,M,26,9/10/24, 5:45:00PM,On-View,35A,POSSESS MARIJUANA UP TO 1/2 OZ,M,1,3100 TOWER BLVD,2012577.554,808653.0714,D3,321,2015
329403,B,N,M,24,2/25/22, 3:41:00PM,Warrant/OFA,9914,SPEED TO ELUDE ARREST,F,1,S DURHAM FREEWAY/SWIFT AVE,2023533.097,820223.6776,D3,312,500
333673,B,N,M,25,12/7/22, 1:56:00AM,On-View,35A,POSSESS CONTROL SUBSTANCE SCHEDULE I,F,1,W CARVER ST/PENDERGRASS ST,2028474.678,833617.4927,D2,223,102
330713,B,N,M,24,5/24/22, 3:22:00PM,Warrant/OFA,23H,LARCENY OF FIREARM,F,1,2400 KATE ST,2037230.151,811068.9096,D1,114,1001
342332,B,,M,57,12/25/23,12:11:00AM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,200 S MANGUM ST,2029355.397,816390.0641,D5,512,2300
836981,B,N,M,31,12/18/24, 4:31:00PM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,200 S MANGUM ST,2029473.657,816393.9284,D5,512,2300
331521,B,N,M,29,7/15/22,12:22:00PM,Warrant/OFA,120,ROBBERY WITH FIREARMS OR OTHER DANGEROUS WEAPONS,F,1,500 NASH ST,2028986.485,807009.5594,D4,412,1304
332966,W,N,F,29,10/28/22,10:23:00PM,Warrant/OFA,90Z,FAIL TO APPEAR-RELEASE ORDER,M,1,2100 N ROXBORO ST,2032584.36,825565.8368,D2,214,101
322662,W,N,M,55,3/28/21,10:47:00PM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,,1,MERIWETHER DR/OLD OXFORD RD,2032550.55,832014.9373,D2,223,1709
339187,B,N,F,22,7/19/23,10:11:00AM,Warrant/OFA,9910,WARRANT SERVICE FOR OTHER JURISDICTION,M,1,200 S MANGUM ST,2029451.077,816386.0932,D5,512,2300
311149,B,N,M,32,5/11/19, 1:42:00AM,Warrant/OFA,9914,DRIVE WHILE LICENSE REVOKED NOT IMPAIRED REV BASED,M,1,1900 AIKEN AVE,2039813.606,822878.4679,D1,121,1801
341632,B,,M,31,10/26/23, 5:03:00PM,On-View,90Z,RESIST DELAY OBSTRUCT PUBLIC OFFICER,M,1,MOREHEAD AVE/ROCK ST,2024695.594,815881.7948,D3,311,500
341731,B,,M,32,11/8/23, 9:19:00AM,On-View,23F,"B&E-VEHICLE, RR CARS, OTHER MOTOR VEHICLES",F,1,900 COX AVE,2031575.664,810498.8137,D4,411,1301
321137,B,N,M,53,12/11/20, 6:11:00AM,Summons/Cited,90J,TRESPASS (SECOND DEGREE),M,1,3000 FAYETTEVILLE ST,2027196.196,805838.2373,D4,412,1304
326655,B,H,M,31,10/18/21, 6:08:00AM,On-View,9914,NO OPERATOR LICENSE,M,1,FAYETTEVILLE ST/E UMSTEAD ST,2030038.187,812647.6735,D4,411,2300
